#separator:tab
#html:true
#columns:Front	Back	Tags
Front	Back	Tags
Promotion fight brewing - I could absorb a cost so someone else wins. What do I give away?	One real cost - add value off the stage.<br><br><a href="https://www.jorap.com/notes/law-of-addition/">Read note: Law of Addition</a>	jorap-notes Eternal Principles Leadership
Tempted to serve only while the camera is on. Where do I actually serve?	Off-camera - when nobody&#x27;s watching.<br><br><a href="https://www.jorap.com/notes/law-of-addition/">Read note: Law of Addition</a>	jorap-notes Eternal Principles Leadership
Team is blocked and I could silently unblock them. First move?	Unblock them before I claim credit.<br><br><a href="https://www.jorap.com/notes/law-of-addition/">Read note: Law of Addition</a>	jorap-notes Eternal Principles Leadership
Keeping the better assignment feels safer for my name. What comes first?	Give the advantage away.<br><br><a href="https://www.jorap.com/notes/law-of-addition/">Read note: Law of Addition</a>	jorap-notes Eternal Principles Leadership
Serving well feels like what qualifies me for heaven. What's the actual order?	Faith in Christ saves. Serving guides life after.<br><br><a href="https://www.jorap.com/notes/law-of-addition/">Read note: Law of Addition</a>	jorap-notes Eternal Principles Leadership
Slide deck is ready but the room hasn't seen me carry load yet. What comes first?	Carry load first - trust before the pitch.<br><br><a href="https://www.jorap.com/notes/law-of-buy-in/">Read note: Law of Buy-In</a>	jorap-notes Eternal Principles Influence
Reorg plan looks perfect on paper and trust is thin. One check before I present?	Have they seen me bleed for this?<br><br><a href="https://www.jorap.com/notes/law-of-buy-in/">Read note: Law of Buy-In</a>	jorap-notes Eternal Principles Influence
Excited about the vision while faces stay blank. What's missing?	Earn trust before I share the plan.<br><br><a href="https://www.jorap.com/notes/law-of-buy-in/">Read note: Law of Buy-In</a>	jorap-notes Eternal Principles Influence
About to email the roadmap cold to people who barely know me. What comes before the map?	Prove I&#x27;m worth following - then share.<br><br><a href="https://www.jorap.com/notes/law-of-buy-in/">Read note: Law of Buy-In</a>	jorap-notes Eternal Principles Influence
Last pitch flopped and I'm drafting another vision email. First move?	Show up under load before another pitch.<br><br><a href="https://www.jorap.com/notes/law-of-buy-in/">Read note: Law of Buy-In</a>	jorap-notes Eternal Principles Influence
Getting people to follow my plan feels like proof I'm right with God. What's the actual order?	Faith in Christ saves. Trust-building guides life after.<br><br><a href="https://www.jorap.com/notes/law-of-buy-in/">Read note: Law of Buy-In</a>	jorap-notes Eternal Principles Influence
About to ask for overtime and I haven't checked how their week went. What comes first?	One human sentence - heart before the hand.<br><br><a href="https://www.jorap.com/notes/law-of-connection/">Read note: Law of Connection</a>	jorap-notes Eternal Principles Influence
Favor ready on my tongue, haven't talked to them in months. One move before the ask?	Connect first - know the person.<br><br><a href="https://www.jorap.com/notes/law-of-connection/">Read note: Law of Connection</a>	jorap-notes Eternal Principles Influence
Tempted to charm them into saying yes. Where do I actually stop?	Honest knowing - drop the flattery.<br><br><a href="https://www.jorap.com/notes/law-of-connection/">Read note: Law of Connection</a>	jorap-notes Eternal Principles Influence
Slack DM with the ask drafted. One check before I hit send?	Did I connect this week - not only ask?<br><br><a href="https://www.jorap.com/notes/law-of-connection/">Read note: Law of Connection</a>	jorap-notes Eternal Principles Influence
Hard ask coming and I want to lean on rank. How do I open?	Appeal as a friend - not a command.<br><br><a href="https://www.jorap.com/notes/law-of-connection/">Read note: Law of Connection</a>	jorap-notes Eternal Principles Influence
Working the room skillfully feels like spiritual brownie points. What's the actual order?	Faith in Christ saves. Connection follows grace.<br><br><a href="https://www.jorap.com/notes/law-of-connection/">Read note: Law of Connection</a>	jorap-notes Eternal Principles Influence
Every decision still routes through me and I'm drowning. First fix I try?	Hand one recurring decision - then leave.<br><br><a href="https://www.jorap.com/notes/law-of-empowerment/">Read note: Law of Empowerment</a>	jorap-notes Eternal Principles Influence
I trained them but I'm still hovering in the meeting. Where do I actually stop?	Name the boundary - then leave the room.<br><br><a href="https://www.jorap.com/notes/law-of-empowerment/">Read note: Law of Empowerment</a>	jorap-notes Eternal Principles Influence
Fear they'll mess up my reputation if I let go. One move that shows I'm secure?	Give the decision - stay available, don&#x27;t clutch.<br><br><a href="https://www.jorap.com/notes/law-of-empowerment/">Read note: Law of Empowerment</a>	jorap-notes Eternal Principles Influence
Standup still needs me every morning. First person I pass it to?	Let one trained lead run it without me.<br><br><a href="https://www.jorap.com/notes/law-of-empowerment/">Read note: Law of Empowerment</a>	jorap-notes Eternal Principles Influence
Inbox full of choices only I make. One thing to pass today?	Name who owns one recurring call.<br><br><a href="https://www.jorap.com/notes/law-of-empowerment/">Read note: Law of Empowerment</a>	jorap-notes Eternal Principles Influence
Holding every decision feels like being faithful. What's the actual order?	Faith already secures me - hand power away.<br><br><a href="https://www.jorap.com/notes/law-of-empowerment/">Read note: Law of Empowerment</a>	jorap-notes Eternal Principles Influence
Headcount is up and I'm still the only teacher. First fix I try?	Teach one person the full playbook this quarter.<br><br><a href="https://www.jorap.com/notes/law-of-explosive-growth/">Read note: Law of Explosive Growth</a>	jorap-notes Eternal Principles Influence
Mentoring keeps turning into task dumps. What's missing?	Judgment calls they&#x27;ll need when I&#x27;m gone.<br><br><a href="https://www.jorap.com/notes/law-of-explosive-growth/">Read note: Law of Explosive Growth</a>	jorap-notes Eternal Principles Influence
Tempted to hire more doers instead of raising people who can lead. One check?	Multiply teachers - not only headcount.<br><br><a href="https://www.jorap.com/notes/law-of-explosive-growth/">Read note: Law of Explosive Growth</a>	jorap-notes Eternal Principles Influence
Two people are ready to lead others and I'm still the bottleneck. One move this week?	Have each mentor someone else.<br><br><a href="https://www.jorap.com/notes/law-of-explosive-growth/">Read note: Law of Explosive Growth</a>	jorap-notes Eternal Principles Influence
Growth stalled at my calendar again. What changes the math?	Train trainers - leaders who raise leaders.<br><br><a href="https://www.jorap.com/notes/law-of-explosive-growth/">Read note: Law of Explosive Growth</a>	jorap-notes Eternal Principles Influence
Raising leaders feels like climbing toward heaven. What's the actual order?	Faith in Christ saves. Multiplication is fruit after.<br><br><a href="https://www.jorap.com/notes/law-of-explosive-growth/">Read note: Law of Explosive Growth</a>	jorap-notes Eternal Principles Influence
I got the title and the room still waits for someone else. One honest check?	Would anyone follow if the title vanished?<br><br><a href="https://www.jorap.com/notes/law-of-influence/">Read note: Law of Influence</a>	jorap-notes Eternal Principles Leadership
No badge on the project but people wait for my read before they move. What just happened?	Lead from that sway - not the empty chair.<br><br><a href="https://www.jorap.com/notes/law-of-influence/">Read note: Law of Influence</a>	jorap-notes Eternal Principles Leadership
Fighting hard for the manager slot. What actually measures whether I lead?	Who moves when I speak - title optional.<br><br><a href="https://www.jorap.com/notes/law-of-influence/">Read note: Law of Influence</a>	jorap-notes Eternal Principles Leadership
Org chart says I'm in charge and nobody follows. First fix I try?	Earn sway - stop leaning on the badge.<br><br><a href="https://www.jorap.com/notes/law-of-influence/">Read note: Law of Influence</a>	jorap-notes Eternal Principles Leadership
Tempted to flash the title to shut down debate. One check before I pull rank?	Would they still move with no title?<br><br><a href="https://www.jorap.com/notes/law-of-influence/">Read note: Law of Influence</a>	jorap-notes Eternal Principles Leadership
People following me feels like proof I'm saved. What's the actual order?	Faith in Christ saves. Influence is stewardship after.<br><br><a href="https://www.jorap.com/notes/law-of-influence/">Read note: Law of Influence</a>	jorap-notes Eternal Principles Leadership
Meeting tone just shifted and the agenda is still rolling. First move?	Pause - name what I sense out loud.<br><br><a href="https://www.jorap.com/notes/law-of-intuition/">Read note: Law of Intuition</a>	jorap-notes Eternal Principles Influence
Room feels toxic and nobody names it. One check before we continue?	Call a break - surface the miss.<br><br><a href="https://www.jorap.com/notes/law-of-intuition/">Read note: Law of Intuition</a>	jorap-notes Eternal Principles Influence
Gut says this path is wrong while the slide looks fine. What do I read in the room?	Who moves, what breaks - name it before I approve.<br><br><a href="https://www.jorap.com/notes/law-of-intuition/">Read note: Law of Intuition</a>	jorap-notes Eternal Principles Influence
About to rubber-stamp the plan. One read before I approve?	Who gets hurt if this lands wrong?<br><br><a href="https://www.jorap.com/notes/law-of-intuition/">Read note: Law of Intuition</a>	jorap-notes Eternal Principles Influence
Team flinches at the new person and the resume looks fine. What am I reading past the paper?	Potential others miss - vouch if it&#x27;s real.<br><br><a href="https://www.jorap.com/notes/law-of-intuition/">Read note: Law of Intuition</a>	jorap-notes Eternal Principles Influence
Trusting my gut like it's magic tonight. Where do I actually stop?	Pattern under pressure - still check the map.<br><br><a href="https://www.jorap.com/notes/law-of-intuition/">Read note: Law of Intuition</a>	jorap-notes Eternal Principles Influence
Leaving the role next month - every key still lives in my head. What's the move?	Name a successor in writing.<br><br><a href="https://www.jorap.com/notes/law-of-legacy/">Read note: Law of Legacy</a>	jorap-notes Eternal Principles Legacy
Best project win this year - nobody else can run it without me. First fix I try?	Hand the baton to two juniors.<br><br><a href="https://www.jorap.com/notes/law-of-legacy/">Read note: Law of Legacy</a>	jorap-notes Eternal Principles Legacy
Writing exit docs at midnight instead of coaching someone all year. What comes first?	Coach the person before the docs.<br><br><a href="https://www.jorap.com/notes/law-of-legacy/">Read note: Law of Legacy</a>	jorap-notes Eternal Principles Legacy
Team still asks only me - brand feels personal. One check before I take the next call?	Can they finish this without me?<br><br><a href="https://www.jorap.com/notes/law-of-legacy/">Read note: Law of Legacy</a>	jorap-notes Eternal Principles Legacy
Mentoring a junior hard, never saying they own the work after me. What's missing?	Say the charge out loud.<br><br><a href="https://www.jorap.com/notes/law-of-legacy/">Read note: Law of Legacy</a>	jorap-notes Eternal Principles Legacy
Handing off my role feels like what qualifies me for heaven. Wrong order?	Already saved by faith - the baton is fruit.<br><br><a href="https://www.jorap.com/notes/law-of-legacy/">Read note: Law of Legacy</a>	jorap-notes Eternal Principles Legacy
After a week of venting, complainers keep circling my desk. What's the real pull?	Audit my tone - I drew them.<br><br><a href="https://www.jorap.com/notes/law-of-magnetism/">Read note: Law of Magnetism</a>	jorap-notes Eternal Principles Influence
Want better people on the team while I keep the same bitter habits. First fix I try?	Change me before I recruit them.<br><br><a href="https://www.jorap.com/notes/law-of-magnetism/">Read note: Law of Magnetism</a>	jorap-notes Eternal Principles Influence
Stressful season ended - same drama gravitates toward me again. One check?	Who showed up - what did I model?<br><br><a href="https://www.jorap.com/notes/law-of-magnetism/">Read note: Law of Magnetism</a>	jorap-notes Eternal Principles Influence
About to hire someone 'like me' when 'me' this month was cynical. What's the move?	Pause the hire - fix the magnet.<br><br><a href="https://www.jorap.com/notes/law-of-magnetism/">Read note: Law of Magnetism</a>	jorap-notes Eternal Principles Influence
Gossip circle at church keeps inviting me back. Where do I actually stop?	Leave the orbit - change my pull.<br><br><a href="https://www.jorap.com/notes/law-of-magnetism/">Read note: Law of Magnetism</a>	jorap-notes Eternal Principles Influence
Character clean-up feels like what earns me eternal life. Wrong order?	Faith saves - character shapes who I attract.<br><br><a href="https://www.jorap.com/notes/law-of-magnetism/">Read note: Law of Magnetism</a>	jorap-notes Eternal Principles Influence
Team has launch energy - no phased plan on the board. What comes first?	Chart risks and route on one page.<br><br><a href="https://www.jorap.com/notes/law-of-navigation/">Read note: Law of Navigation</a>	jorap-notes Eternal Principles Leadership
Thumb on Slack announce before I've written the route. One check before send?	Map first - then announce.<br><br><a href="https://www.jorap.com/notes/law-of-navigation/">Read note: Law of Navigation</a>	jorap-notes Eternal Principles Leadership
Mid-meeting I'm improvising strategy while the crew waits. What's missing?	Stop - write the course.<br><br><a href="https://www.jorap.com/notes/law-of-navigation/">Read note: Law of Navigation</a>	jorap-notes Eternal Principles Leadership
Risks live only in my head - public yes already went out. First fix I try?	Put threat and route on one page.<br><br><a href="https://www.jorap.com/notes/law-of-navigation/">Read note: Law of Navigation</a>	jorap-notes Eternal Principles Leadership
Crew asks for direction I never mapped. What's the move tonight?	Draft the course before tomorrow&#x27;s march.<br><br><a href="https://www.jorap.com/notes/law-of-navigation/">Read note: Law of Navigation</a>	jorap-notes Eternal Principles Leadership
Careful planning feels like what qualifies me for heaven. Wrong order?	Faith saves - charting serves the walk.<br><br><a href="https://www.jorap.com/notes/law-of-navigation/">Read note: Law of Navigation</a>	jorap-notes Eternal Principles Leadership
Fifty Slack pings answered - sermon draft still untouched. What comes first?	Kingdom work before the ping pile.<br><br><a href="https://www.jorap.com/notes/law-of-priorities/">Read note: Law of Priorities</a>	jorap-notes Eternal Principles Legacy
Hand on inbox before I listed today's top three. What's the move?	Write top three first - then open.<br><br><a href="https://www.jorap.com/notes/law-of-priorities/">Read note: Law of Priorities</a>	jorap-notes Eternal Principles Legacy
Kitchen frenzy of tasks all morning - no numbered order. One filter?	Keep what matters - cut mere motion.<br><br><a href="https://www.jorap.com/notes/law-of-priorities/">Read note: Law of Priorities</a>	jorap-notes Eternal Principles Legacy
Calendar filled before I opened Scripture. What comes first?	Scripture or prayer before the calendar.<br><br><a href="https://www.jorap.com/notes/law-of-priorities/">Read note: Law of Priorities</a>	jorap-notes Eternal Principles Legacy
Busy all day - nothing fruit-bearing finished. Recovery move tonight?	Cut motion - name one that matters.<br><br><a href="https://www.jorap.com/notes/law-of-priorities/">Read note: Law of Priorities</a>	jorap-notes Eternal Principles Legacy
Sorting my day feels like what earns me eternal life. Wrong order?	Faith saves - order guides the walk.<br><br><a href="https://www.jorap.com/notes/law-of-priorities/">Read note: Law of Priorities</a>	jorap-notes Eternal Principles Legacy
One good talk and I want the ministry lead now. What's missing?	Years of quiet reps first.<br><br><a href="https://www.jorap.com/notes/law-of-process/">Read note: Law of Process</a>	jorap-notes Eternal Principles Leadership
Skipping the boring Tuesday skill hour for a hero sprint. What comes first?	Keep the weekly hour - skip the hero show.<br><br><a href="https://www.jorap.com/notes/law-of-process/">Read note: Law of Process</a>	jorap-notes Eternal Principles Leadership
Frustrated growth isn't instant after three hard months. One check?	Keep stacking - don&#x27;t microwave.<br><br><a href="https://www.jorap.com/notes/law-of-process/">Read note: Law of Process</a>	jorap-notes Eternal Principles Leadership
Tempted to skip the pit season and jump to the stage. Where do I stop?	Stay in today&#x27;s small rep.<br><br><a href="https://www.jorap.com/notes/law-of-process/">Read note: Law of Process</a>	jorap-notes Eternal Principles Leadership
Hidden years feel wasted while peers get titles. What's the move?	Keep showing up when nobody claps.<br><br><a href="https://www.jorap.com/notes/law-of-process/">Read note: Law of Process</a>	jorap-notes Eternal Principles Leadership
Daily leadership reps feel like what qualifies me for heaven. Wrong order?	Already saved by faith - reps are fruit.<br><br><a href="https://www.jorap.com/notes/law-of-process/">Read note: Law of Process</a>	jorap-notes Eternal Principles Leadership
Asking the team to follow before I've trained my own lane. What comes first?	Strengthen my lane - then call the move.<br><br><a href="https://www.jorap.com/notes/law-of-respect/">Read note: Law of Respect</a>	jorap-notes Eternal Principles Leadership
I only quote policy while the captain who trains earns the room. First fix I try?	Train with them - competence over quotes.<br><br><a href="https://www.jorap.com/notes/law-of-respect/">Read note: Law of Respect</a>	jorap-notes Eternal Principles Leadership
Tempted to bully for compliance when respect is thin. What's the move?	Build strength with integrity - not fear.<br><br><a href="https://www.jorap.com/notes/law-of-respect/">Read note: Law of Respect</a>	jorap-notes Eternal Principles Leadership
Team drifting after I led from weakness all quarter. One check?	Would I follow me in this lane?<br><br><a href="https://www.jorap.com/notes/law-of-respect/">Read note: Law of Respect</a>	jorap-notes Eternal Principles Leadership
Want followership without courage or integrity on display. What's missing?	Earn respect - show the strength.<br><br><a href="https://www.jorap.com/notes/law-of-respect/">Read note: Law of Respect</a>	jorap-notes Eternal Principles Leadership
Earning their respect feels like what qualifies me for heaven. Wrong order?	Faith saves - respect is for the walk.<br><br><a href="https://www.jorap.com/notes/law-of-respect/">Read note: Law of Respect</a>	jorap-notes Eternal Principles Leadership
Resentment building from costs I never named when I said yes. What comes first?	Name the toll early - make it visible.<br><br><a href="https://www.jorap.com/notes/law-of-sacrifice/">Read note: Law of Sacrifice</a>	jorap-notes Eternal Principles Legacy
Saturday comfort vs the team advancing this month. What's the move?	Lay down one comfort so they can move.<br><br><a href="https://www.jorap.com/notes/law-of-sacrifice/">Read note: Law of Sacrifice</a>	jorap-notes Eternal Principles Legacy
About to keep a right that blocks someone hearing the gospel. One check?	Waive it if reach costs the privilege.<br><br><a href="https://www.jorap.com/notes/law-of-sacrifice/">Read note: Law of Sacrifice</a>	jorap-notes Eternal Principles Legacy
Public yes already out - personal cost still hidden. What's missing?	Count the cost before the next yes.<br><br><a href="https://www.jorap.com/notes/law-of-sacrifice/">Read note: Law of Sacrifice</a>	jorap-notes Eternal Principles Legacy
Higher road this quarter with no down payment named. First thing I write?	One comfort I&#x27;ll give up this month.<br><br><a href="https://www.jorap.com/notes/law-of-sacrifice/">Read note: Law of Sacrifice</a>	jorap-notes Eternal Principles Legacy
Sacrifice feels like what qualifies me for heaven. Wrong order?	Faith saves - sacrifice is the walk&#x27;s toll.<br><br><a href="https://www.jorap.com/notes/law-of-sacrifice/">Read note: Law of Sacrifice</a>	jorap-notes Eternal Principles Legacy
I missed the Friday deliverable I promised the team. First repair move?	Own it today - don&#x27;t wait for the audit.<br><br><a href="https://www.jorap.com/notes/law-of-solid-ground/">Read note: Law of Solid Ground</a>	jorap-notes Eternal Principles Leadership
Tempted to shade one number in the update so I look sharp. One check before I send?	Tell the plain number - trust over polish.<br><br><a href="https://www.jorap.com/notes/law-of-solid-ground/">Read note: Law of Solid Ground</a>	jorap-notes Eternal Principles Leadership
Leading well this month and it starts to feel like proof I'm saved. What's the actual order?	Faith already saved - lead as fruit.<br><br><a href="https://www.jorap.com/notes/law-of-solid-ground/">Read note: Law of Solid Ground</a>	jorap-notes Eternal Principles Leadership
Stage looks clean but I know the private walk is rotting. What comes first?	Fix the hidden crack - not the slide deck.<br><br><a href="https://www.jorap.com/notes/law-of-solid-ground/">Read note: Law of Solid Ground</a>	jorap-notes Eternal Principles Leadership
Team went quiet after I broke a small promise last week. Recovery move?	Repair that one promise before the next ask.<br><br><a href="https://www.jorap.com/notes/law-of-solid-ground/">Read note: Law of Solid Ground</a>	jorap-notes Eternal Principles Leadership
Win is landing and pride wants the credit speech. Where do I stop?	Stay low - pride cracks the ground.<br><br><a href="https://www.jorap.com/notes/law-of-solid-ground/">Read note: Law of Solid Ground</a>	jorap-notes Eternal Principles Leadership
Three quick wins this month and I'm tempted to coast through March. What's the move?	Protect the next two wins - don&#x27;t coast.<br><br><a href="https://www.jorap.com/notes/law-of-the-big-mo/">Read note: Law of Big Mo</a>	jorap-notes Eternal Principles Legacy
Streak is hot but I'm half-finishing the follow-through. First fix?	Finish the streak - empty the last push.<br><br><a href="https://www.jorap.com/notes/law-of-the-big-mo/">Read note: Law of Big Mo</a>	jorap-notes Eternal Principles Legacy
Winning streak feels like God owes me heaven now. What's the actual order?	Faith already saved - protect wins as fruit.<br><br><a href="https://www.jorap.com/notes/law-of-the-big-mo/">Read note: Law of Big Mo</a>	jorap-notes Eternal Principles Legacy
Celebrating the ship while the backlog starts to swell again. What comes first?	Lock the next small win today.<br><br><a href="https://www.jorap.com/notes/law-of-the-big-mo/">Read note: Law of Big Mo</a>	jorap-notes Eternal Principles Legacy
I stopped at good enough when one more push would clear the path. Recovery move?	Take the unfinished swing now.<br><br><a href="https://www.jorap.com/notes/law-of-the-big-mo/">Read note: Law of Big Mo</a>	jorap-notes Eternal Principles Legacy
Bored after the streak - urge to reinvent instead of ride it. One check?	Protect the streak - don&#x27;t restart from boredom.<br><br><a href="https://www.jorap.com/notes/law-of-the-big-mo/">Read note: Law of Big Mo</a>	jorap-notes Eternal Principles Legacy
Hard decision tonight and my room is all cheerleaders. What's the move?	Invite one truth-teller into the call.<br><br><a href="https://www.jorap.com/notes/law-of-the-inner-circle/">Read note: Law of Inner Circle</a>	jorap-notes Eternal Principles Influence
Feedback stung and I want only safe praise near me. First fix?	Keep the friend who will confront.<br><br><a href="https://www.jorap.com/notes/law-of-the-inner-circle/">Read note: Law of Inner Circle</a>	jorap-notes Eternal Principles Influence
Building a sharp circle and it starts to feel like earning favor with God. What's the actual order?	Already accepted - counselors are fruit.<br><br><a href="https://www.jorap.com/notes/law-of-the-inner-circle/">Read note: Law of Inner Circle</a>	jorap-notes Eternal Principles Influence
Yes-men keep missing the product flaw everyone outside sees. What comes first?	Add one counselor who will disagree.<br><br><a href="https://www.jorap.com/notes/law-of-the-inner-circle/">Read note: Law of Inner Circle</a>	jorap-notes Eternal Principles Influence
Avoiding the person who names my blind spot. Recovery move?	Schedule the hard conversation this week.<br><br><a href="https://www.jorap.com/notes/law-of-the-inner-circle/">Read note: Law of Inner Circle</a>	jorap-notes Eternal Principles Influence
Tempted to fill the tent with people who never push back. One check before I invite?	Pick truth over comfort.<br><br><a href="https://www.jorap.com/notes/law-of-the-inner-circle/">Read note: Law of Inner Circle</a>	jorap-notes Eternal Principles Influence
Team missed targets and my first blame is the crew. What comes first?	Ask if my ceiling is the bottleneck.<br><br><a href="https://www.jorap.com/notes/law-of-the-lid/">Read note: Law of the Lid</a>	jorap-notes Eternal Principles Leadership
I keep making every call myself - insecurity, not org chart. First fix?	Delegate one real decision today.<br><br><a href="https://www.jorap.com/notes/law-of-the-lid/">Read note: Law of the Lid</a>	jorap-notes Eternal Principles Leadership
Raising how far I can lead starts to feel like climbing toward heaven. What's the actual order?	Faith already saved - growth is fruit.<br><br><a href="https://www.jorap.com/notes/law-of-the-lid/">Read note: Law of the Lid</a>	jorap-notes Eternal Principles Leadership
Title on the door, still hiding from the hard valley call. What's the move?	Step into the hard call - crown isn&#x27;t courage.<br><br><a href="https://www.jorap.com/notes/law-of-the-lid/">Read note: Law of the Lid</a>	jorap-notes Eternal Principles Leadership
Harsh answer ready that will split the room. One check before I speak?	Soften the reply - harsh lids shatter unity.<br><br><a href="https://www.jorap.com/notes/law-of-the-lid/">Read note: Law of the Lid</a>	jorap-notes Eternal Principles Leadership
Load keeps stalling no matter how hard the team works. Recovery move?	Raise my capacity - not their hours.<br><br><a href="https://www.jorap.com/notes/law-of-the-lid/">Read note: Law of the Lid</a>	jorap-notes Eternal Principles Leadership
Assigning the unglamorous task I never do myself. What comes first?	Do it once where they can see.<br><br><a href="https://www.jorap.com/notes/law-of-the-picture/">Read note: Law of the Picture</a>	jorap-notes Eternal Principles Legacy
Kids mirror my phone-at-dinner before they mirror my prayer. What's the move?	Put the phone down - model the habit.<br><br><a href="https://www.jorap.com/notes/law-of-the-picture/">Read note: Law of the Picture</a>	jorap-notes Eternal Principles Legacy
Strong example this week and it starts to feel like wages for heaven. What's the actual order?	Faith already saved - example is fruit.<br><br><a href="https://www.jorap.com/notes/law-of-the-picture/">Read note: Law of the Picture</a>	jorap-notes Eternal Principles Legacy
Speech is sharp but my walk doesn't match. First fix?	Match the walk - speech can wait.<br><br><a href="https://www.jorap.com/notes/law-of-the-picture/">Read note: Law of the Picture</a>	jorap-notes Eternal Principles Legacy
Nobody watching and I'm about to skip the standard I preach. One check?	Keep the private ledger clean.<br><br><a href="https://www.jorap.com/notes/law-of-the-picture/">Read note: Law of the Picture</a>	jorap-notes Eternal Principles Legacy
Team copies my shortcuts faster than my values. Recovery move?	Show the right move once this week.<br><br><a href="https://www.jorap.com/notes/law-of-the-picture/">Read note: Law of the Picture</a>	jorap-notes Eternal Principles Legacy
Room is hot and I want to announce before the map is ready. What comes first?	Delay one beat - clock before speech.<br><br><a href="https://www.jorap.com/notes/law-of-timing/">Read note: Law of Timing</a>	jorap-notes Eternal Principles Legacy
Impatience pushing me to move without the green light. One check?	Wait for the real go - early costs.<br><br><a href="https://www.jorap.com/notes/law-of-timing/">Read note: Law of Timing</a>	jorap-notes Eternal Principles Legacy
Nailing when to move this quarter and it starts to feel like earning eternal life. What's the actual order?	Faith already saved - timing is fruit.<br><br><a href="https://www.jorap.com/notes/law-of-timing/">Read note: Law of Timing</a>	jorap-notes Eternal Principles Legacy
Window is open but fear keeps me in the tent. What's the move?	Move now - overcaution misses the hour.<br><br><a href="https://www.jorap.com/notes/law-of-timing/">Read note: Law of Timing</a>	jorap-notes Eternal Principles Legacy
Right vision, wrong clock last launch - still tempted to rush the next one. First fix?	Confirm the clock before the announce.<br><br><a href="https://www.jorap.com/notes/law-of-timing/">Read note: Law of Timing</a>	jorap-notes Eternal Principles Legacy
Praying hard but still itching to force the door open. Recovery move?	Wait aligned - don&#x27;t force the hour.<br><br><a href="https://www.jorap.com/notes/law-of-timing/">Read note: Law of Timing</a>	jorap-notes Eternal Principles Legacy
Team is stuck and the door is closed. What's the move?	Find one workaround - clear their path.<br><br><a href="https://www.jorap.com/notes/law-of-victory/">Read note: Law of Victory</a>	jorap-notes Eternal Principles Legacy
Comfort looks easier than taking the cost myself. One check before I stay safe?	Take the cost - clear their path.<br><br><a href="https://www.jorap.com/notes/law-of-victory/">Read note: Law of Victory</a>	jorap-notes Eternal Principles Legacy
Winning for the team starts to feel like proof I'm saved. What's the actual order?	Faith already saved - win as fruit.<br><br><a href="https://www.jorap.com/notes/law-of-victory/">Read note: Law of Victory</a>	jorap-notes Eternal Principles Legacy
Speech ready but no path cleared for them. What comes first?	Remove one blocker they can&#x27;t clear.<br><br><a href="https://www.jorap.com/notes/law-of-victory/">Read note: Law of Victory</a>	jorap-notes Eternal Principles Legacy
Deadline slipping and I'm still polishing the pep talk. First fix?	Reroute one lane - find the way.<br><br><a href="https://www.jorap.com/notes/law-of-victory/">Read note: Law of Victory</a>	jorap-notes Eternal Principles Legacy
Win cost more than I wanted and I'm tempted to quit early. Recovery move?	Finish the path - cost can land on me.<br><br><a href="https://www.jorap.com/notes/law-of-victory/">Read note: Law of Victory</a>	jorap-notes Eternal Principles Legacy
Good deed done but I want credit in the caption. Who gets glory?	Father - not my brand.<br><br><a href="https://www.jorap.com/notes/let-your-light-shine/">Read note: Let Your Light Shine</a>	jorap-notes Eternal Principles Obedience
Hiding help I gave from false modesty. What was the point of the light?	Shine - they glorify God, not me.<br><br><a href="https://www.jorap.com/notes/let-your-light-shine/">Read note: Let Your Light Shine</a>	jorap-notes Eternal Principles Obedience
Good works under a basket - scared of looking proud. What's the move?	Let light shine - visibility for God.<br><br><a href="https://www.jorap.com/notes/let-your-light-shine/">Read note: Let Your Light Shine</a>	jorap-notes Eternal Principles Obedience
Drafting a post about my charity. Who is this for?	Glorify Father - don&#x27;t show off good deeds.<br><br><a href="https://www.jorap.com/notes/let-your-light-shine/">Read note: Let Your Light Shine</a>	jorap-notes Eternal Principles Obedience
Neighbor won't see God is real if I hide every good work. First move?	Do good visibly - point to Father.<br><br><a href="https://www.jorap.com/notes/let-your-light-shine/">Read note: Let Your Light Shine</a>	jorap-notes Eternal Principles Obedience
About to skip serving publicly because I hate attention. What's the move?	Do the good - point people to Father.<br><br><a href="https://www.jorap.com/notes/let-your-light-shine/">Read note: Let Your Light Shine</a>	jorap-notes Eternal Principles Obedience
Padding a promise with extra oaths so they'll believe me. What's the move?	Yes is yes - word stands alone.<br><br><a href="https://www.jorap.com/notes/let-your-yes-be-yes/">Read note: Let Your Yes Be Yes</a>	jorap-notes Eternal Principles Ethics
Contract draft loading with flashy language so it feels binding. What's the move?	Plain yes - no spin.<br><br><a href="https://www.jorap.com/notes/let-your-yes-be-yes/">Read note: Let Your Yes Be Yes</a>	jorap-notes Eternal Principles Ethics
Public post promises more than private life delivers - words ahead of life. What comes first?	Private honesty first - words match life.<br><br><a href="https://www.jorap.com/notes/let-your-yes-be-yes/">Read note: Let Your Yes Be Yes</a>	jorap-notes Eternal Principles Ethics
Kitchen-sink promise covering six things at once. What's the move?	One plain yes - no padded speech.<br><br><a href="https://www.jorap.com/notes/let-your-yes-be-yes/">Read note: Let Your Yes Be Yes</a>	jorap-notes Eternal Principles Ethics
Exaggerating to win an argument. What's the stop line?	No tricks - let the word be enough.<br><br><a href="https://www.jorap.com/notes/let-your-yes-be-yes/">Read note: Let Your Yes Be Yes</a>	jorap-notes Eternal Principles Ethics
